"","ID","STRATA","E_km","N_km"
"311",311,"EGOM",558.459986273791,4858.04431114211
"312",312,"EGOM",597.272266975545,4858.48817079123
"313",313,"GBK",739.63570783576,4665.59892347941
"314",314,"SNE",200.72172934114,4355.00752562995
"315",315,"SNE",394.574021361512,4519.53553921229
"316",316,"GBK",717.940643043921,4596.11808532115
"317",317,"WGOM",557.426933642212,4771.27883745789
"318",318,"WGOM",525.115204828653,4770.26331203417
"319",319,"WGOM",603.602425705704,4736.26277396583
"320",320,"SNE",198.345385255118,4454.54516003855
"321",321,"GBK",563.860362213641,4627.49590888648
"322",322,"EGOM",587.137147927926,4830.24590888647
"323",323,"WGOM",422.241412981056,4687.6763250612
"324",324,"GBK",589.917881010634,4569.99167956317
"325",325,"GBK",594.859321991727,4521.06066270062
"326",326,"SNE",13.6027634294488,4305.4037736281
"327",327,"GBK",706.672266975545,4626.1798374579
"328",328,"EGOM",667.16036221364,4900.71912317216
"329",329,"SNE",355.490153154409,4436.84020331156
"330",330,"WGOM",395.843695546976,4649.38817079124
"331",331,"SNE",72.0934790967602,4395.42756473063
"332",332,"SNE",91.0989336422147,4265.2148374579
"333",333,"GBK",621.001197793155,4559.49068651451
"334",334,"WGOM",524.953348056627,4751.0476302507
"335",335,"SNE",10.9093040125851,4189.70854116161
"336",336,"WGOM",421.961347435317,4768.99621676824
"337",337,"GBK",584.448024551303,4647.79120109427
"338",338,"SNE",-34.4936750534374,4237.70048963182
"339",339,"SNE",-85.6447398271729,4150.91810276403
"340",340,"SNE",42.6599013841502,4208.96451487726
"341",341,"SNE",-19.6629012201706,4215.22731452212
"342",342,"SNE",406.12013022341,4519.61381181688
"343",343,"WGOM",496.463745672287,4445.81874723233
"344",344,"WGOM",497.923549026829,4693.32077152384
"345",345,"EGOM",661.245830193936,4959.48759607858
"346",346,"GBK",526.570183642213,4609.6610874579
"347",347,"WGOM",486.930237990039,4690.75918528399
"348",348,"WGOM",366.438016211022,4650.99795672396
"349",349,"SNE",19.1709336422148,4271.1748374579
"350",350,"GBK",603.777871695309,4550.92740382959
"351",351,"SNE",-10.3314367281557,4274.39372634679
"352",352,"GBK",694.913933642211,4542.43130804612
"353",353,"SNE",22.6629646499666,4295.22382970596
"354",354,"WGOM",492.476986739558,4464.00704984728
"355",355,"WGOM",418.432376265164,4654.47614893331
"356",356,"WGOM",443.309425445491,4678.16467352347
"357",357,"WGOM",517.078756651062,4688.59112064374
"358",358,"SNE",128.226433642215,4444.02046245789
"359",359,"WGOM",371.624403727684,4771.99842720149
"360",360,"GBK",556.304151033517,4509.66353311008
"361",361,"SNE",-7.28963778635672,4164.93102793409
"362",362,"GBK",614.306790785069,4684.72805174362
"363",363,"GBK",637.538933642212,4500.7548374579
"364",364,"EGOM",610.021984489669,4881.0768713562
"365",365,"WGOM",476.965020598734,4450.90701137095
"366",366,"SNE",259.978494081776,4458.14494734801
"367",367,"GBK",561.817194511777,4498.8548374579
"368",368,"WGOM",474.771076499356,4755.48698031505
"369",369,"SNE",96.2912272201965,4445.55758975148
"370",370,"WGOM",455.632153981196,4762.67009169518
"371",371,"SNE",36.9373711422147,4242.1376499579
"372",372,"WGOM",442.365020598735,4603.6548374579
"373",373,"EGOM",597.839746650342,4880.27109762049
"374",374,"GBK",769.538933642211,4649.88731609038
"375",375,"WGOM",476.135087488367,4663.84137591944
"376",376,"GBK",550.061057536018,4501.11324453755
"377",377,"WGOM",456.913933642213,4663.19714515021
"378",378,"WGOM",458.962357065636,4611.47105367412
"379",379,"SNE",-43.1406780082707,4110.48784716664
"380",380,"SNE",308.427822531103,4578.65166285472
"381",381,"EGOM",538.034801410807,4834.85814324302
"382",382,"SNE",-31.2317085596201,4070.69520443038
"383",383,"SNE",397.756675577697,4460.34354713532
"384",384,"SNE",20.4556003088814,4317.19650412457
"385",385,"WGOM",430.110362213642,4483.03578983886
"386",386,"GBK",636.766575918634,4683.79142282375
"387",387,"GBK",726.190309789,4566.19979158634
"388",388,"GBK",645.778933642211,4509.2548374579
"389",389,"SNE",89.9043182575994,4330.10099130406
"390",390,"EGOM",630.078933642211,4893.94150412454
"391",391,"GBK",663.21783272478,4649.47502094414
"392",392,"WGOM",412.419275522555,4808.37449557755
"393",393,"WGOM",447.997649238544,4625.24566314598
"394",394,"SNE",-74.2668916005037,4150.81794425402
"395",395,"GBK",545.644702872982,4540.84137591944
"396",396,"SNE",381.716503735672,4545.64736082239
"397",397,"WGOM",383.570512589583,4638.5601006158
"398",398,"EGOM",555.321952510137,4890.06615821262
"399",399,"SNE",-82.4280993248181,4160.24384844691
"400",400,"SNE",189.845239948521,4492.10168430475
"401",401,"WGOM",343.9438923199,4697.01516803641
"402",402,"SNE",261.743851675002,4532.68926368741
"403",403,"SNE",133.937371142215,4464.44233745789
"404",404,"SNE",381.922862213642,4601.05840888648
"405",405,"SNE",-74.7577696544885,4134.24384844691
"406",406,"GBK",604.515496142212,4637.21577495789
"407",407,"GBK",592.181790785069,4677.58023428329
"408",408,"SNE",-3.54802287952446,4183.65701137095
"409",409,"WGOM",468.458288480922,4790.30322455466
"410",410,"GBK",662.175297278575,4618.20938291245
"411",411,"SNE",404.884388187668,4549.99120109427
"412",412,"SNE",72.1843881876693,4320.1548374579
"413",413,"SNE",107.095455381345,4335.10701137095
"414",414,"WGOM",459.385087488366,4838.33875354179
"415",415,"WGOM",486.641206369487,4607.95938291245
"416",416,"GBK",709.567235529004,4666.7548374579
"417",417,"WGOM",599.311660914939,4711.64574654881
"418",418,"SNE",78.1032900778584,4352.47265924008
"419",419,"SNE",-25.0524642072476,4186.85698799554
"420",420,"GBK",679.135424870282,4520.06185500176
"421",421,"WGOM",436.348093947556,4809.49147867926
"422",422,"SNE",-21.3388441355631,4070.92150412457
"423",423,"SNE",-60.0497760352046,4084.0048374579
"424",424,"GBK",570.486302063265,4527.18115324738
"425",425,"SNE",412.806974879328,4608.75999209708
"426",426,"SNE",-23.8085239849038,4080.68704084773
"427",427,"SNE",407.725374320179,4577.27178661044
"428",428,"SNE",272.286597193617,4503.75016456071
"429",429,"SNE",172.520415123697,4372.7548374579
"430",430,"SNE",346.090335511373,4513.46979072893
"431",431,"EGOM",545.624299495872,4918.54752038473
"432",432,"SNE",5.99726697554807,4256.63817079124
"433",433,"SNE",148.538933642215,4354.52032418357
"434",434,"WGOM",593.021692262902,4753.21173400962
"435",435,"GBK",582.267905604829,4639.03988418688
"436",436,"SNE",50.3972669755482,4283.14650412457
"437",437,"GBK",525.298933642213,4683.7348374579
"438",438,"SNE",-18.5387362606979,4137.99270153557
"439",439,"SNE",383.851433642215,4579.45275412457
"440",440,"SNE",22.7972669755481,4194.56317079124
"441",441,"GBK",670.050933642211,4626.45483745789
"442",442,"WGOM",439.43179078507,4505.29948031505
"443",443,"WGOM",511.860034559644,4720.79612186157
"444",444,"SNE",54.5939795137744,4386.32823195332
"445",445,"SNE",405.768291440379,4453.20896589827
"446",446,"GBK",750.589954050375,4592.85687827423
"447",447,"SNE",109.136972857901,4386.51954334026
"448",448,"WGOM",537.370866415321,4752.14559376042
"449",449,"WGOM",471.029318257598,4713.5625297656
"450",450,"SNE",157.442159448667,4398.0048374579
"451",451,"SNE",208.529587847823,4451.52586549529
"452",452,"SNE",261.32464792793,4478.54055174362
"453",453,"GBK",757.538933642211,4655.53802329861
"454",454,"GBK",624.179959283237,4502.05825626132
"455",455,"SNE",195.669774763711,4482.40437016818
"456",456,"SNE",270.793650623348,4472.53785632583
"457",457,"SNE",20.5756308899212,4215.60346131111
"458",458,"GBK",586.009521877506,4481.61618199572
"459",459,"GBK",542.599539702819,4561.89120109427
"460",460,"SNE",278.612328137628,4449.493369568
"461",461,"EGOM",521.659415569925,4902.72471697598
"462",462,"EGOM",571.547130363523,4877.20565713002
"463",463,"WGOM",351.519886023167,4707.60721841028
"464",464,"SNE",85.7216259499069,4339.24522207329
"465",465,"GBK",754.440719356497,4626.76376602933
"466",466,"SNE",27.4502239647953,4250.60161165145
"467",467,"SNE",-54.6183697285719,4154.6143880197
"468",468,"WGOM",430.683378086659,4567.29928190235
"469",469,"SNE",288.110362213644,4554.36408115538
"470",470,"SNE",342.587320738988,4573.89193423209
"471",471,"SNE",-23.2651900691255,4262.49195085997
"472",472,"SNE",189.966206369488,4473.38211018518
"473",473,"EGOM",569.233848896449,4819.04297305112
"474",474,"WGOM",483.279318257598,4726.45676053483
"475",475,"GBK",531.809203912483,4657.66925187232
"476",476,"GBK",672.522804609953,4549.74677294177
"477",477,"GBK",536.624040025192,4591.96760341535
"478",478,"SNE",385.620900855328,4479.07450958905
"479",479,"SNE",252.286506457749,4498.33250736082
"480",480,"WGOM",406.50017395229,4721.13855838812
"481",481,"SNE",99.2353622136436,4306.39769460076
"482",482,"GBK",520.62495514759,4601.1795686407
"483",483,"GBK",621.458933642212,4676.1948374579
"484",484,"WGOM",546.506933642212,4773.91083745789
"485",485,"SNE",-46.5154141838722,4160.52657658834
"486",486,"GBK",534.950148595484,4667.7595103551
"487",487,"SNE",274.030459065944,4534.3141594918
"488",488,"EGOM",512.26834540692,4902.14895510496
"489",489,"GBK",711.20272674566,4637.28932021652
"490",490,"SNE",136.672862213644,4373.16555174362
"491",491,"SNE",-30.1045446186548,4220.42005484921
"492",492,"WGOM",495.153612541295,4499.00713103589
"493",493,"SNE",84.1831644114456,4257.76445284252
"494",494,"GBK",622.094489197767,4615.15166285472
"495",495,"SNE",297.397424208253,4513.87747896734
"496",496,"WGOM",405.566206369486,4710.0548374579
"497",497,"SNE",117.638933642215,4330.78211018518
"498",498,"SNE",-61.0733112557444,4113.64259255994
"499",499,"SNE",342.100158132011,4491.96912317219
"500",500,"WGOM",499.972561960797,4661.72386400658
"501",501,"SNE",160.123092058057,4433.72018399256
"502",502,"EGOM",554.864691217969,4814.41392836697
"503",503,"SNE",-42.7673726640916,4070.82240502547
"504",504,"WGOM",511.758231887827,4658.7548374579
"505",505,"GBK",718.154318257596,4628.9642391673
"506",506,"SNE",120.773716250911,4463.81135919703
"507",507,"WGOM",472.538933642212,4836.86459355545
"508",508,"WGOM",610.159901384147,4705.1741922966
"509",509,"WGOM",436.912765417914,4550.33894960744
"510",510,"WGOM",491.464859568139,4551.87520782827
"511",511,"SNE",159.328849608602,4386.60777863437
"512",512,"SNE",-58.3711787173358,4173.67056779498
"513",513,"GBK",517.985903339182,4476.96695867001
"514",514,"SNE",309.003219356501,4532.1298374579
"515",515,"WGOM",536.964859568138,4767.81039301346
"516",516,"SNE",378.778064076998,4563.64614180573
"517",517,"SNE",394.389400931934,4470.97446362613
"518",518,"SNE",387.05560030888,4455.6048374579
"519",519,"SNE",258.878219356501,4489.4423374579
"520",520,"GBK",522.612704134016,4499.62368991692
"521",521,"GBK",552.57597067925,4519.90298560605
"522",522,"GBK",596.410933642212,4646.11083745789
"523",523,"WGOM",500.41272004998,4546.08008017635
"524",524,"WGOM",545.996297983297,4761.7974731168
"525",525,"SNE",239.849613253866,4524.45872095305
"526",526,"WGOM",548.919098931468,4751.13913497856
"527",527,"GBK",681.837441104898,4559.29961357729
"528",528,"WGOM",446.147266975546,4458.12150412457
"529",529,"GBK",588.177231514553,4560.30802894727
"530",530,"SNE",-17.4214623973892,4158.3043424084
"531",531,"WGOM",438.323247367704,4631.14699432065
"532",532,"GBK",609.286597193614,4562.03053839248
"533",533,"SNE",118.512617852741,4401.70220587896
"534",534,"SNE",189.740768504601,4386.19061727442
"535",535,"GBK",545.678933642213,4639.2048374579
"536",536,"EGOM",667.50076570328,4888.94186035865
"537",537,"WGOM",459.818212921492,4528.26384646691
"538",538,"SNE",154.140875389788,4474.58493454528
"539",539,"SNE",-68.5333555144117,4199.37531938561
"540",540,"WGOM",467.058164411444,4659.57214515021
"541",541,"SNE",364.274227759862,4573.45091588928
"542",542,"WGOM",525.398933642213,4732.7648374579
"543",543,"GBK",537.026536947997,4532.64326720996
